date,t,up,up_pred,price
2017-12-12,8287,1,1,24504.800781
2017-12-13,8288,1,1,24585.429688
2017-12-14,8289,1,1,24508.660156
2017-12-15,8290,1,1,24651.740234
2017-12-18,8291,0,1,24792.199219
2017-12-19,8292,1,1,24754.75
2017-12-20,8293,1,1,24726.650391
2017-12-21,8294,0,1,24782.289063
2017-12-22,8295,1,1,24754.060547
2017-12-26,8296,1,1,24746.210938
2017-12-27,8297,1,0,24774.300781
2017-12-28,8298,1,1,24837.509766
2017-12-29,8299,1,1,24719.220703
2018-01-02,8300,1,1,24824.009766
2018-01-03,8301,1,1,24922.679688
2018-01-04,8302,1,1,25075.130859
2018-01-05,8303,1,0,25295.869141
2018-01-08,8304,1,0,25283.0
2018-01-09,8305,1,0,25385.800781
2018-01-10,8306,1,0,25369.130859
2018-01-11,8307,1,1,25574.730469
2018-01-12,8308,1,1,25803.189453
2018-01-16,8309,1,0,25792.859375
2018-01-17,8310,1,1,26115.650391
2018-01-18,8311,1,0,26017.810547
2018-01-19,8312,1,1,26071.720703
2018-01-22,8313,1,1,26214.599609
2018-01-23,8314,0,1,26210.810547
2018-01-24,8315,0,1,26252.119141
2018-01-25,8316,0,1,26392.789063
2018-01-26,8317,0,1,26616.710938
2018-01-29,8318,0,0,26439.480469
2018-01-30,8319,0,1,26076.890625
2018-01-31,8320,0,1,26149.390625
2018-02-01,8321,0,0,26186.710938
2018-02-02,8322,0,1,25520.960938
2018-02-05,8323,1,1,24345.75
2018-02-06,8324,0,1,24912.769531
2018-02-07,8325,1,0,24893.349609
2018-02-08,8326,1,0,23860.460938
2018-02-09,8327,1,0,24190.900391
2018-02-12,8328,1,1,24601.269531
2018-02-13,8329,1,0,24640.449219
2018-02-14,8330,1,0,24893.490234
2018-02-15,8331,1,0,25200.369141
2018-02-16,8332,1,0,25219.380859
2018-02-20,8333,1,1,24964.75
2018-02-21,8334,1,1,24797.779297
2018-02-22,8335,0,1,24962.480469
2018-02-23,8336,0,1,25309.990234
2018-02-26,8337,0,1,25709.269531
2018-02-27,8338,0,1,25410.029297
2018-02-28,8339,0,0,25029.199219
2018-03-01,8340,1,0,24608.980469
2018-03-02,8341,1,0,24538.060547
2018-03-05,8342,1,0,24874.759766
2018-03-06,8343,1,1,24884.119141
2018-03-07,8344,0,1,24801.359375
2018-03-08,8345,0,0,24895.210938
2018-03-09,8346,0,1,25335.740234
2018-03-12,8347,0,0,25178.609375
2018-03-13,8348,0,1,25007.029297
2018-03-14,8349,0,1,24758.119141
2018-03-15,8350,0,0,24873.660156
2018-03-16,8351,0,1,24946.509766
2018-03-19,8352,0,1,24610.910156
2018-03-20,8353,0,1,24727.269531
2018-03-21,8354,0,1,24682.310547
2018-03-22,8355,1,1,23957.890625
2018-03-23,8356,1,1,23533.199219
2018-03-26,8357,0,1,24202.599609
2018-03-27,8358,1,0,23857.710938
2018-03-28,8359,1,0,23848.419922
2018-03-29,8360,0,0,24103.109375
2018-04-02,8361,1,0,23644.189453
2018-04-03,8362,1,1,24033.359375
2018-04-04,8363,0,0,24264.300781
2018-04-05,8364,0,0,24505.220703
2018-04-06,8365,1,0,23932.759766
2018-04-09,8366,1,0,23979.099609
2018-04-10,8367,1,0,24408.0
2018-04-11,8368,1,0,24189.449219
2018-04-12,8369,1,0,24483.050781
2018-04-13,8370,1,0,24360.140625
2018-04-16,8371,0,0,24573.039063
2018-04-17,8372,0,0,24786.630859
